latitude,longitude
-2.297.004,-431.847
-2.298.686,-4.319.235
-2.290.097,-4.354.423
-2.293.882,-432.483
-230.133,-4.331.583
-229.822,-4.323.726
-2.296.827,-4.339.595
-2.301.373,-4.331.793
-2.291.132,-4.317.618
-2.291.657,-4.317.669
-2.297.168,-4.338.811
-2.298.521,-4.321.129
-2.296.663,-4.318.208
-2.297.232,-4.318.668
-228.618,-4.352.414
-229.263,-4.317.468
-2.296.486,-4.317.423
-2.296.622,-4.317.563
-2.303.032,-4.347.808
-2.296.577,-431.748
-2.298.191,-4.322.714
-2.297.861,-4.319.092
-2.290.691,-4.317.548
-2.292.054,-4.323.257
-2.294.361,-4.320.265
-2.291.626,-431.914
-2.298.674,-4.322.153
-2.294.373,-4.320.175
-2.295.607,-4.334.686
-229.828,-4.319.159
-229.672,-4.318.593
-2.297.259,-4.338.899
-2.284.758,-432.871
-2.296.344,-4.317.005
-2.293.671,-4.324.707
-2.298.333,-4.319.167
-2.294.958,-4.318.297
-2.294.912,-4.318.296
-2.298.113,-4.319.513
-2.295.166,-4.338.264
-2.298.209,-4.320.168
-2.298.032,-4.322.067
-2.297.563,-4.318.754
-2.298.229,-4.320.217
-2.294.448,-433.624
-2.300.439,-4.332.234
-2.300.307,-43.341
-2.285.511,-4.347.967
-229.752,-4.318.745
-2.292.569,-4.317.747
-229.526,-4.317.735
-2.294.096,-4.319.081
-229.831,-4.319.614
-2.297.934,-4.347.129
-2.298.324,-4.319.067
-2.298.738,-4.319.373
-2.300.531,-4.343.423
-2.300.695,-4.343.059
-2.297.146,-4.318.819
-2.298.662,-4.322.421
-2.293.466,-4.324.599
-2.291.166,-4.317.688
-2.297.277,-4.318.864
-2.291.585,-4.317.823
-2.296.195,-4.316.821
-2.296.963,-433.876
-229.826,-4.319.138
-2.297.455,-4.319.451
-2.296.503,-4.318.638
-2.296.759,-4.318.309
-2.298.509,-4.319.872
-2.296.885,-4.318.436
-2.298.021,-4.323.583
-2.298.059,-4.322.239
-2.298.392,-4.319.215
-2.290.867,-4.323.299
-2.298.288,-4.321.873
-2.294.748,-4.318.367
-2.301.174,-4.333.043
-2.297.434,-4.319.217
-2.298.025,-4.319.962
-2.296.626,-431.817
-2.296.587,-4.318.322
-230.061,-4.335.056
-2.302.152,-4.348.142
-229.721,-4.335.879
-2.297.468,-4.319.252
-2.300.443,-4.332.395
-2.297.209,-4.341.162
-2.295.215,-4.318.875
-229.628,-4.316.528
-2.296.652,-4.318.403
-2.301.006,-4.344.083
-2.292.694,-4.317.496
-2.300.236,-433.274
-22.983,-4.319.302
-229.842,-4.319.322
-2.291.425,-4.321.388
-2.297.643,-4.323.054
-2.296.163,-4.316.556
-2.293.243,-4.319.848
-2.297.858,-4.318.989
-2.291.957,-4.318.598
-2.280.125,-4.321.041
-2.295.304,-4.318.983
-2.296.493,-4.317.508
-2.291.568,-4.318.471
-2.297.864,-4.318.856
-2.298.412,-4.321.947
-2.283.546,-4.330.027
-2.283.737,-4.329.838
-229.875,-431.926
-2.298.156,-4.319.976
-2.296.441,-4.340.993
-2.298.325,-4.319.076
-2.292.817,-4.317.791
-229.337,-4.318.177
-2.298.346,-4.346.301
-2.297.885,-4.319.125
-2.296.624,-4.338.508
-229.368,-431.766
-2.292.235,-432.169
-2.293.465,-4.317.647
-2.302.087,-4.350.209
-2.300.893,-4.335.419
-2.302.056,-4.350.138
-2.301.058,-433.538
-2.298.647,-4.320.904
-2.298.292,-4.321.125
-22.916,-4.325.561
-2.298.223,-4.322.426
-229.821,-4.319.249
-229.131,-4.318.784
-2.291.466,-4.323.148
-2.291.423,-4.321.145
-2.302.371,-4.351.086
-2.296.107,-4.316.862
-2.291.383,-4.318.271
-2.296.676,-4.318.423
-229.096,-4.320.885
-2.301.169,-433.176
-2.301.314,-4.331.736
-2.301.192,-4.331.642
-2.298.615,-4.320.897
-2.298.414,-4.322.124
-2.303.057,-43.498
-2.298.048,-4.320.233
-2.294.982,-4.316.515
-2.300.308,-4.337.911
-2.296.955,-4.318.763
-2.290.177,-4.327.521
-2.298.292,-4.319.992
-2.293.314,-4.317.998
-2.297.868,-4.322.738
-2.300.993,-433.572
-2.300.327,-4.330.875
-2.298.718,-4.319.248
-2.300.847,-4.333.163
-2.300.945,-43.473
-2.296.542,-4.318.244
-2.298.309,-4.321.081
-229.734,-4.319.307
-2.296.096,-43.175
-229.232,-4.362.381
-2.297.289,-4.338.103
-2.292.738,-4.319.477
-2.297.581,-4.341.484
-2.298.699,-4.329.863
-2.291.128,-4.318.862
-2.296.342,-433.992
-2.299.183,-4.323.271
-2.300.985,-4.331.069
-2.296.976,-4.318.525
-2.297.678,-4.318.863
-2.296.322,-434.219
-2.298.315,-4.319.326
-2.297.848,-4.318.974
-2.298.393,-4.319.498
-229.665,-4.317.867
-2.296.265,-4.340.057
-2.296.586,-4.318.147
-2.301.067,-4.332.596
-2.287.411,-4.354.923
-2.297.218,-4.320.419
-2.298.219,-4.318.965
-2.297.278,-4.319.151
-2.298.022,-4.320.122
-2.296.581,-4.339.093
-2.295.197,-4.318.917
-2.297.145,-4.318.938
-2.298.593,-4.319.507
-2.301.596,-4.344.945
-2.302.144,-4.345.969
-228.287,-4.332.799
-2.297.687,-4.319.024
-2.296.236,-4.321.513
-2.297.814,-4.318.848
-2.297.636,-4.319.005
-2.297.637,-4.318.841
-2.294.861,-4.318.611
-2.301.051,-4.343.864
-2.291.249,-4.319.145
-2.291.233,-4.319.224
-2.291.179,-4.319.168
-2.291.196,-4.319.148
-2.298.667,-4.319.731
-2.298.467,-4.319.578
-2.298.613,-4.319.119
-2.296.368,-4.339.817
-2.298.317,-4.319.074
-2.295.053,-4.318.422
-2.297.402,-4.340.838
-2.298.413,-4.322.596
-2.293.763,-4.318.942
-2.298.377,-4.319.402
-2.297.354,-4.318.595
-2.293.771,-4.317.681
-229.651,-4.339.694
-2.300.574,-4.336.111
-2.300.726,-432.941
-2.296.804,-4.317.958
-2.292.058,-4.318.345
-2.296.565,-432.345
-2.300.508,-4.334.273
-2.297.993,-431.911
-2.298.678,-43.196
-2.293.926,-4.335.632
-2.298.511,-431.999
-229.851,-4.319.997
-2.298.432,-4.319.751
-2.298.187,-4.346.298
-2.298.685,-4.319.425
-2.297.642,-4.323.001
-229.446,-4.318.626
-2.296.918,-4.318.627
-2.288.363,-4.328.681
-2.296.489,-4.339.901
-2.293.579,-431.894
-2.298.194,-4.322.093
-2.297.346,-4.339.281
-2.296.284,-4.317.363
-2.293.839,-4.317.593
-2.298.336,-4.346.326
-2.291.524,-4.318.033
-2.291.083,-431.852
-2.290.928,-4.324.176
-2.296.103,-4.320.268
-2.298.354,-4.318.991
-2.297.169,-4.318.707
-2.298.616,-4.320.034
-2.295.407,-4.319.485
-2.296.848,-4.318.243
-2.298.169,-431.985
-229.724,-4.339.218
-2.291.223,-4.322.264
-2.301.329,-4.329.447
-229.807,-4.318.978
-2.297.478,-4.341.401
-2.298.192,-431.942
-2.300.556,-4.332.078
-2.300.683,-4.332.107
-2.298.676,-4.320.824
-2.301.481,-4.329.969
-2.298.372,-4.319.197
-2.296.559,-4.317.595
-2.301.406,-4.329.554
-2.297.442,-4.319.113
-2.298.518,-4.319.135
-2.298.279,-4.321.526
-22.938,-431.739
-2.295.184,-4.319.396
-2.295.036,-4.319.148
-2.298.131,-4.322.576
-2.301.299,-4.332.026
-229.824,-4.318.959
-2.289.643,-4.326.096
-2.297.239,-431.874
-2.301.667,-4.349.918
-2.299.613,-4.325.625
-2.287.262,-4.342.184
-2.295.898,-4.320.592
-2.296.751,-4.319.071
-229.629,-431.756
-229.655,-4.317.776
-2.291.422,-4.317.511
-2.296.488,-4.318.294
-2.292.946,-4.318.052
-2.297.764,-4.319.804
-2.287.367,-4.354.796
-2.297.722,-4.319.045
-2.296.511,-4.318.749
-2.296.431,-4.317.892
-2.300.822,-4.331.493
-2.300.056,-433.925
-2.298.768,-4.319.281
-2.296.903,-4.318.422
-2.292.788,-4.338.532
-2.297.434,-4.318.945
-2.300.484,-4.348.138
-2.295.146,-4.318.498
-2.296.492,-4.318.768
-2.291.679,-4.322.201
-2.302.554,-4.348.507
-229.667,-4.319.356
-2.298.202,-4.322.149
-2.296.892,-4.319.048
-2.296.687,-4.317.847
-2.296.504,-4.318.729
-2.300.492,-4.348.155
-229.724,-4.318.948
-2.298.176,-4.319.784
-2.297.523,-4.318.721
-2.295.305,-4.319.243
-2.298.201,-4.321.709
-2.296.472,-4.318.779
-2.294.598,-4.326.061
-2.298.261,-4.319.285
-229.645,-4.318.919
-2.296.421,-431.753
-2.294.028,-4.333.882
-2.296.457,-4.318.768
-2.298.378,-4.321.834
-2.296.589,-4.318.798
-2.295.557,-4.319.965
-2.291.396,-4.318.297
-2.296.447,-4.319.189
-2.296.257,-4.317.466
-229.646,-4.319.072
-2.300.293,-4.341.524
-229.801,-4.319.193
-2.296.706,-4.319.052
-2.296.791,-4.338.753
-2.292.458,-4.318.375
-2.293.054,-4.317.922
-2.300.871,-4.332.918
-2.298.358,-4.322.596
-2.296.436,-4.340.301
-2.290.995,-4.318.483
-2.291.458,-4.318.214
-2.293.807,-4.335.732
-2.297.005,-4.336.676
-2.302.361,-4.349.057
-2.290.963,-4.317.253
-2.296.576,-4.317.845
-2.294.015,-4.369.499
-2.301.531,-4.345.671
-2.298.414,-4.321.373
-2.297.177,-43.19
-229.647,-4.317.569
-2.291.498,-4.317.914
-2.302.159,-4.345.298
-2.296.774,-4.320.342
-2.293.613,-4.319.089
-2.297.828,-4.319.068
-2.298.447,-432.085
-2.284.179,-4.331.114
-2.300.858,-4.343.867
-2.302.564,-4.349.169
-2.291.207,-4.322.097
-2.296.578,-4.317.878
-2.298.339,-4.322.292
-2.295.675,-4.317.876
-2.298.363,-4.322.175
-229.641,-4.317.474
-2.300.903,-4.331.188
-2.297.254,-4.319.069
-2.297.253,-4.319.168
-229.637,-4.317.744
-2.292.512,-4.317.613
-2.295.661,-4.318.021
-2.290.514,-4.320.448
-2.298.467,-4.320.531
-229.629,-431.743
-2.292.744,-432.131
-2.296.503,-4.318.997
-2.297.221,-4.322.604
-2.295.432,-4.318.973
-2.300.419,-4.332.645
-2.295.393,-4.318.985
-2.296.364,-4.317.537
-2.300.012,-4.349.236
-2.301.155,-4.344.182
-2.300.765,-4.344.244
-2.296.765,-4.318.542
-2.296.509,-4.318.772
-2.298.145,-4.318.988
-2.300.598,-4.342.784
-2.298.091,-4.319.061
-2.300.383,-4.334.225
-2.296.471,-431.795
-2.298.319,-4.319.007
-22.98,-4.319.026
-2.300.374,-4.334.187
-2.298.366,-4.320.393
-2.298.631,-4.319.309
-2.296.422,-431.779
-2.296.157,-4.317.492
-2.296.472,-431.774
-22.964,-4.317.585
-2.298.088,-4.319.211
-2.297.168,-4.318.942
-2.297.701,-433.306
-2.299.903,-4.341.571
-2.298.413,-4.321.246
-2.298.158,-4.322.588
-2.280.921,-4.318.949
-229.893,-433.647
-2.297.757,-4.322.661
-2.292.256,-4.323.718
-22.964,-4.339.716
-2.296.417,-4.317.555
-2.298.471,-4.319.207
-2.291.394,-4.318.063
-2.292.162,-4.336.545
-2.298.209,-432.061
-2.297.493,-4.319.415
-2.297.026,-4.318.517
-2.297.482,-4.322.791
-2.297.041,-431.901
-2.301.062,-4.343.783
-229.612,-4.317.134
-2.296.516,-4.317.305
-2.296.393,-4.317.685
-2.291.953,-4.318.337
-2.302.998,-4.347.261
-2.297.428,-431.909
-2.291.786,-4.318.213
-2.275.303,-4.310.811
-2.298.498,-4.318.925
-229.182,-4.318.177
-229.701,-4.341.346
-2.296.463,-4.318.805
-229.649,-4.318.786
-2.290.953,-432.086
-2.294.527,-4.365.145
-228.354,-4.330.044
-2.298.297,-4.320.666
-2.300.149,-4.339.221
-2.298.165,-4.319.969
-2.297.223,-4.318.791
-2.294.753,-4.316.161
-2.298.087,-4.318.939
-229.221,-431.831
-2.296.328,-4.317.477
-229.879,-4.318.974
-2.298.254,-4.321.999
-2.295.069,-4.334.938
-2.300.822,-4.334.455
-2.296.406,-4.317.443
-2.296.335,-4.317.364
-2.295.385,-431.933
-22.989,-433.636
-2.297.872,-4.318.881
-2.297.968,-431.902
-2.296.801,-4.318.461
-229.388,-4.317.777
-2.298.078,-4.319.224
-2.296.417,-4.317.464
-2.296.292,-4.317.422
-22.985,-4.319.331
-2.296.522,-431.764
-2.297.461,-4.318.749
-2.300.975,-4.332.614
-2.298.559,-4.319.111
-2.296.273,-4.316.732
-2.296.375,-4.317.894
-2.297.411,-4.318.822
-2.300.698,-432.952
-2.296.527,-4.318.007
-229.619,-431.682
-2.298.124,-4.322.762
-2.291.343,-4.319.236
-2.296.499,-431.711
-2.293.242,-4.317.733
-2.297.988,-4.318.915
-2.297.429,-431.863
-2.296.868,-4.318.047
-2.296.525,-4.317.276
-2.300.225,-4.343.471
-2.288.638,-433.498
-2.295.111,-431.916
-2.295.079,-4.318.784
-2.298.065,-4.319.366
-2.295.783,-4.318.185
-2.298.742,-4.323.065
-2.289.192,-4.338.975
-2.298.453,-4.321.187
-2.297.566,-4.365.375
-229.842,-4.321.067
-2.301.322,-432.999
-2.292.474,-4.318.956
-2.296.643,-4.317.842
-2.295.812,-4.320.482
-2.296.856,-4.318.588
-2.291.155,-4.321.423
-2.291.132,-4.317.613
-2.299.117,-4.339.776
-229.914,-4.340.147
-2.296.728,-4.317.937
-2.288.826,-4.328.723
-2.298.845,-4.319.296
-2.295.345,-4.319.384
-230.164,-4.329.602
-2.289.792,-4.328.938
-2.300.394,-4.334.165
-2.299.109,-4.339.747
-2.298.353,-4.322.296
-2.298.169,-4.319.171
-2.296.346,-4.317.469
-2.297.714,-4.318.854
-2.298.623,-4.341.416
-2.296.571,-4.318.641
-2.298.589,-4.320.368
-2.294.947,-4.319.053
-2.298.263,-4.320.854
-229.698,-4.342.399
-229.271,-4.317.844
-2.298.213,-4.319.364
-229.551,-4.317.643
-2.294.603,-4.318.784
-2.297.903,-4.322.748
-2.296.414,-4.318.408
-2.293.624,-4.317.506
-2.298.196,-4.319.512
-2.294.911,-4.319.099
-2.296.374,-4.317.896
-2.302.535,-4.347.493
-2.292.669,-4.351.842
-2.295.018,-4.328.619
-2.296.117,-4.317.454
-2.296.387,-4.317.472
-2.298.575,-4.319.434
-229.148,-4.322.937
-2.296.925,-4.318.416
-2.298.654,-4.319.174
-2.294.097,-4.317.642
-230.171,-4.349.175
-2.295.575,-4.317.515
-2.298.468,-4.319.911
-2.291.936,-431.794
-2.291.756,-4.320.912
-2.296.877,-4.318.156
-2.296.545,-4.318.948
-228.886,-4.328.587
-2.295.546,-4.317.525
-2.298.094,-4.319.887
-2.295.234,-4.317.713
-2.297.626,-4.319.365
-2.296.776,-4.329.465
-2.297.289,-4.318.442
-2.296.429,-4.316.901
-2.298.165,-4.319.082
-2.293.421,-4.317.554
-229.832,-4.319.847
-229.634,-4.317.428
-2.299.129,-4.327.467
-2.292.125,-4.318.368
-2.298.306,-4.320.371
-2.290.974,-4.319.095
-229.619,-4.317.759
-2.291.955,-4.317.814
-229.684,-4.319.039
-2.296.402,-4.317.486
-2.292.544,-4.317.788
-2.296.179,-4.317.529
-2.296.484,-4.318.854
-2.296.658,-4.318.908
-2.296.483,-4.318.744
-2.293.498,-4.318.603
-2.291.192,-4.316.976
-2.289.847,-4.323.682
-2.298.402,-4.319.158
-2.298.111,-4.319.049
-2.295.453,-4.318.218
-2.291.368,-4.321.642
-2.300.984,-4.342.739
-2.298.212,-4.321.724
-2.297.219,-4.318.687
-2.290.014,-4.329.043
-2.300.933,-4.342.812
-2.298.218,-4.323.222
-2.289.938,-4.328.969
-2.289.866,-4.329.068
-2.295.062,-4.318.591
-229.816,-4.319.362
-2.298.409,-4.319.668
-2.301.175,-4.329.497
-2.298.442,-4.319.834
-2.290.606,-4.330.094
-2.288.891,-4.328.425
-2.288.974,-4.328.523
-22.918,-4.318.096
-2.291.784,-4.318.123
-230.189,-4.345.339
-2.298.493,-432.217
-2.300.951,-4.335.429
-2.301.287,-434.743
-2.296.831,-4.338.892
-2.295.006,-431.859
-2.301.262,-4.330.373
-2.293.381,-4.318.081
-2.297.293,-4.319.202
-2.297.119,-4.318.499
-2.296.043,-4.320.719
-2.297.392,-4.318.905
-2.291.386,-4.318.564
-2.293.061,-43.353
-2.297.698,-4.329.185
-2.299.056,-4.322.861
-2.302.455,-4.348.275
-2.300.351,-4.334.174
-2.289.717,-4.336.718
-2.300.026,-4.330.742
-2.300.105,-4.341.573
-2.293.287,-4.317.642
-2.297.592,-4.319.184
-2.291.863,-4.317.958
-2.297.802,-431.901
-229.738,-4.319.046
-2.296.705,-4.339.776
-2.297.297,-4.364.924
-2.294.179,-4.319.035
-229.723,-4.318.569
-2.296.222,-4.317.398
-2.296.958,-4.339.457
-2.298.666,-4.319.861
-2.296.926,-4.339.164
-2.292.019,-43.186
-2.298.397,-4.319.086
-2.297.764,-431.896
-2.298.552,-4.320.868
-2.293.577,-4.336.468
-2.298.306,-4.319.976
-2.280.589,-4.320.787
-2.301.076,-4.336.375
-2.296.741,-4.317.978
-229.359,-4.317.519
-2.300.995,-4.343.721
-2.293.924,-4.317.475
-2.292.873,-4.317.615
-2.297.431,-4.318.788
-2.298.242,-4.319.992
-2.296.453,-4.318.937
-2.300.848,-4.334.398
-2.296.539,-4.317.706
-2.297.224,-4.318.825
-2.298.205,-4.319.137
-2.297.125,-4.318.729
-2.297.521,-4.318.999
-2.297.627,-4.318.833
-2.298.726,-4.319.268
-2.298.746,-4.319.122
-2.298.527,-4.320.998
-2.300.951,-4.333.766
-2.290.744,-4.318.459
-2.293.191,-4.333.406
-2.300.405,-4.334.053
-2.293.442,-4.336.181
-2.297.025,-4.342.072
-2.297.924,-4.319.039
-2.302.171,-4.348.669
-2.297.226,-4.318.397
-2.297.345,-4.319.296
-2.294.856,-4.318.943
-2.297.017,-4.318.901
-2.294.057,-4.317.484
-2.298.252,-432.082
-2.297.757,-4.322.979
-2.291.979,-4.318.023
-2.301.387,-4.330.987
-2.292.085,-4.326.177
-2.296.692,-4.333.407
-2.299.578,-4.323.601
-2.298.009,-4.319.121
-2.291.915,-431.792
-2.298.682,-4.320.792
-23.012,-4.332.201
-2.296.984,-4.339.354
-2.300.362,-4.331.091
-2.295.785,-431.829
-2.298.052,-4.319.099
-2.306.339,-4.356.376
-2.298.545,-4.322.311
-2.297.363,-4.319.199
-2.294.996,-4.335.131
-2.298.506,-4.319.423
-22.958,-4.334.919
-2.296.032,-4.338.846
-2.297.929,-432.339
-2.291.007,-4.318.367
-2.296.486,-4.317.207
-2.301.006,-4.344.309
-2.291.318,-4.317.404
-2.298.475,-4.319.481
-2.300.966,-4.334.526
-2.297.574,-4.318.897
-229.683,-4.318.331
-2.293.206,-4.318.323
-2.296.789,-4.339.252
-2.300.254,-4.332.689
-2.298.154,-4.322.238
-2.285.637,-4.325.381
-2.296.961,-4.341.179
-2.297.179,-4.318.855
-2.300.171,-433.281
-2.294.585,-4.318.268
-2.296.345,-4.317.436
-229.712,-4.362.557
-2.295.439,-4.318.512
-2.297.813,-4.319.857
-2.291.308,-4.323.061
-2.296.764,-4.318.348
-2.298.667,-4.319.922
-2.298.018,-4.322.213
-2.298.738,-431.928
-229.673,-4.318.726
-2.300.829,-4.343.802
-2.298.093,-432.195
-2.300.683,-4.343.216
-2.291.132,-4.318.442
-2.288.485,-4.328.655
-2.300.278,-434.329
-2.296.989,-4.319.001
-229.837,-4.319.059
-2.296.602,-4.317.964
-2.297.769,-4.318.898
-2.293.833,-4.317.519
-2.296.318,-4.317.572
-229.835,-4.320.028
-2.295.744,-4.318.475
-2.300.727,-434.404
-2.297.643,-434.159
-230.084,-4.345.192
-2.296.778,-4.317.994
-2.298.386,-4.321.225
-2.297.313,-4.319.507
-2.290.781,-4.318.312
-2.300.563,-4.331.097
-2.301.045,-4.330.748
-2.299.999,-4.336.538
-2.296.932,-4.318.222
-2.296.186,-4.317.999
-2.296.361,-431.818
-229.635,-4.318.186
-2.296.237,-4.317.985
-2.297.389,-4.319.231
-2.301.443,-4.330.437
-2.297.484,-4.319.006
-2.300.612,-4.330.722
-2.291.746,-4.318.824
-2.298.327,-4.322.252
-2.298.522,-4.319.745
-229.547,-4.317.592
-2.298.283,-4.319.423
-2.290.961,-4.319.276
-2.298.287,-4.319.065
-2.292.545,-4.317.793
-2.297.429,-4.319.076
-2.300.968,-4.342.921
-2.298.454,-4.322.093
-2.299.963,-433.653
-2.298.689,-4.322.857
-2.298.489,-432.118
-2.300.584,-4.332.668
-2.298.451,-4.320.177
-2.297.259,-4.318.791
-2.297.886,-432.199
-2.296.452,-4.317.089
-2.297.305,-4.338.754
-2.291.373,-4.360.487
-2.306.368,-4.356.534
-2.295.406,-4.318.324
-2.297.623,-4.341.519
-229.697,-4.339.274
-2.297.949,-4.318.998
-2.297.595,-4.341.523
-2.300.452,-4.334.306
-2.298.693,-431.905
-2.297.712,-4.319.118
-2.296.178,-4.320.634
-2.296.425,-431.801
-2.297.941,-4.341.516
-2.296.412,-4.317.773
-2.299.977,-4.336.547
-229.834,-4.319.124
-2.301.013,-4.344.765
-2.296.609,-4.341.297
-229.541,-4.318.037
-2.295.282,-4.318.047
-2.297.603,-4.341.564
-2.297.448,-434.152
-2.297.143,-4.318.573
-2.298.421,-4.319.791
-2.298.817,-4.335.784
-2.298.276,-4.342.408
-2.298.264,-4.319.385
-2.299.042,-4.329.507
-2.298.075,-431.984
-2.298.397,-4.319.957
-229.806,-4.323.703
-230.048,-4.335.037
-229.671,-4.318.892
-2.281.758,-4.339.896
-2.292.238,-4.318.217
-2.297.614,-4.319.118
-2.291.599,-4.318.094
-2.298.389,-4.319.067
-229.764,-4.318.941
-2.298.551,-4.319.793
-2.297.666,-4.323.335
-2.296.721,-4.318.471
-2.300.402,-4.332.825
-2.297.961,-4.322.471
-229.834,-432.163
-2.297.243,-431.867
-2.298.801,-4.319.205
-229.862,-4.319.261
-2.298.365,-4.320.305
-2.296.806,-4.338.661
-2.296.258,-4.317.018
-2.298.414,-432.331
-2.292.238,-4.317.236
-2.298.513,-4.322.769
-2.291.595,-4.323.915
-229.534,-4.317.267
-2.300.298,-4.330.827
-2.295.145,-4.319.252
-2.291.373,-4.319.361
-2.298.169,-4.319.127
-2.293.143,-4.318.155
-2.296.849,-4.318.154
-2.298.539,-4.319.626
-229.857,-4.320.003
-2.297.495,-4.318.906
-2.298.203,-4.319.985
-2.297.595,-4.319.261
-2.297.407,-431.932
-2.296.224,-4.317.009
-2.292.198,-432.183
-2.297.082,-4.318.406
-2.300.256,-433.513
-2.293.964,-4.317.849
-2.298.761,-4.322.676
-2.296.751,-4.318.254
-2.294.996,-4.337.673
-2.291.738,-4.318.021
-2.283.441,-4.340.334
-2.297.484,-431.908
-2.298.069,-4.319.154
-2.292.475,-4.317.936
-2.297.542,-431.901
-2.297.604,-4.318.998
-2.295.632,-433.524
-2.298.142,-4.319.052
-2.298.482,-4.319.568
-2.296.754,-4.319.006
-2.298.448,-432.264
-2.285.298,-4.335.386
-2.298.387,-4.320.035
-229.755,-4.318.939
-229.476,-4.318.316
-229.322,-4.318.386
-2.297.842,-4.319.249
-2.291.486,-4.318.594
-2.298.378,-4.320.137
-2.298.678,-4.320.954
-2.299.521,-432.366
-2.293.501,-4.317.746
-2.296.574,-4.318.498
-2.297.445,-4.318.916
-2.296.618,-4.319.043
-2.297.396,-4.341.457
-2.300.942,-4.351.908
-22.987,-4.318.945
-2.296.753,-4.362.072
-2.298.382,-4.319.576
-2.298.377,-4.319.147
-2.300.422,-4.334.224
-2.292.898,-431.764
-2.295.752,-4.338.477
-2.296.446,-4.317.577
-2.297.599,-4.341.442
-2.296.915,-4.336.473
-2.296.794,-4.338.331
-2.298.541,-4.319.067
-2.298.558,-4.319.521
-2.296.585,-431.804
-2.301.097,-4.343.666
-2.286.162,-4.325.478
-2.301.073,-4.342.902
-2.298.091,-4.319.016
-2.302.078,-4.349.706
-2.298.584,-431.905
-2.297.013,-4.318.568
-2.291.099,-4.319.095
-2.292.132,-4.322.793
-2.298.449,-4.320.163
-230.238,-4.348.981
-2.301.016,-433.326
-2.284.302,-4.336.198
-2.291.253,-4.319.467
-2.297.604,-4.319.201
-2.301.052,-4.342.906
-2.295.188,-4.318.854
-2.290.401,-4.321.722
-2.296.468,-4.319.186
-229.737,-4.340.986
-2.296.578,-4.321.734
-2.292.533,-4.319.076
-2.294.107,-4.317.911
-2.291.879,-4.318.051
-2.300.944,-4.333.095
-2.298.298,-4.319.201
-2.301.254,-4.344.801
-2.298.296,-4.319.123
-2.296.806,-4.318.654
-2.296.469,-4.319.465
-2.298.142,-4.319.052
-2.297.014,-4.319.012
-2.293.752,-4.317.725
-2.299.412,-4.325.422
-2.296.464,-431.778
-2.298.192,-4.319.004
-2.301.008,-4.329.174
-2.297.045,-4.318.761
-2.298.287,-4.319.823
-2.297.026,-4.318.536
-227.559,-4.310.783
-2.297.388,-4.341.075
-2.302.656,-4.346.324
-2.297.756,-4.319.032
-2.297.162,-4.318.569
-2.295.724,-4.318.071
-2.296.559,-4.341.057
-2.301.711,-4.345.712
-2.301.476,-4.329.132
-2.291.546,-4.317.825
-2.298.523,-4.323.888
-2.296.594,-431.934
-2.298.264,-4.338.122
-2.296.448,-4.317.956
-2.302.122,-4.345.827
-2.291.966,-4.336.826
-2.298.345,-434.118
-2.296.468,-431.713
-2.296.712,-4.318.215
-230.032,-4.332.911
-2.296.156,-4.317.466
-2.291.436,-4.318.314
-2.297.404,-431.895
-2.300.741,-4.342.768
-2.294.298,-4.317.278
-2.300.016,-433.834
-2.301.024,-4.335.329
-2.299.912,-4.340.226
-2.296.916,-4.339.617
-2.297.686,-4.318.799
-2.296.498,-4.318.196
-2.301.127,-4.338.256
-2.297.555,-4.318.628
-2.296.656,-4.317.928
-2.284.559,-4.330.953
-2.300.765,-4.333.784
-2.293.376,-4.317.734
-2.297.404,-431.874
-2.298.405,-4.319.156
-2.296.705,-4.368.979
-2.295.586,-4.333.713
